# bench=memory_random
# batch=16384 k=5 cpu=0
op,impl,size,dst_align,src_align,mode,delta,cyc_per_byte,gib_s
memcpy_rand,micron,32768,-1,-1,rand,-1,0.2156,12.96
memcpy_rand,libc,32768,-1,-1,rand,-1,0.2523,11.07
memset_rand,micron,32768,-1,-1,rand,-1,0.2122,13.17
memset_rand,libc,32768,-1,-1,rand,-1,0.2184,12.79
memmove_rand,micron,32768,-1,-1,rand,-1,0.2255,12.39
memmove_rand,libc,32768,-1,-1,rand,-1,0.2492,11.21
memcpy_rand,micron,65536,-1,-1,rand,-1,0.2290,12.20
memcpy_rand,libc,65536,-1,-1,rand,-1,0.2706,10.32
memset_rand,micron,65536,-1,-1,rand,-1,0.2119,13.19
memset_rand,libc,65536,-1,-1,rand,-1,0.2196,12.72
memmove_rand,micron,65536,-1,-1,rand,-1,0.2390,11.69
memmove_rand,libc,65536,-1,-1,rand,-1,0.2634,10.60
memcpy_rand,micron,131072,-1,-1,rand,-1,0.2633,10.61
memcpy_rand,libc,131072,-1,-1,rand,-1,0.3673,7.61
memset_rand,micron,131072,-1,-1,rand,-1,0.2169,12.88
memset_rand,libc,131072,-1,-1,rand,-1,0.2470,11.31
memmove_rand,micron,131072,-1,-1,rand,-1,0.2728,10.24
memmove_rand,libc,131072,-1,-1,rand,-1,0.3138,8.90
memcpy_rand,micron,262144,-1,-1,rand,-1,0.2916,9.58
memcpy_rand,libc,262144,-1,-1,rand,-1,0.4376,6.38
memset_rand,micron,262144,-1,-1,rand,-1,0.2399,11.65
memset_rand,libc,262144,-1,-1,rand,-1,0.3660,7.63
memmove_rand,micron,262144,-1,-1,rand,-1,0.3028,9.23
memmove_rand,libc,262144,-1,-1,rand,-1,0.3706,7.54
memcpy_rand,micron,524288,-1,-1,rand,-1,0.3022,9.24
memcpy_rand,libc,524288,-1,-1,rand,-1,0.4717,5.92
memset_rand,micron,524288,-1,-1,rand,-1,0.2462,11.35
memset_rand,libc,524288,-1,-1,rand,-1,0.4345,6.43
memmove_rand,micron,524288,-1,-1,rand,-1,0.3186,8.77
memmove_rand,libc,524288,-1,-1,rand,-1,0.4036,6.92
memcpy_rand,micron,1048576,-1,-1,rand,-1,0.3228,8.65
memcpy_rand,libc,1048576,-1,-1,rand,-1,0.5027,5.56
memset_rand,micron,1048576,-1,-1,rand,-1,0.2488,11.23
memset_rand,libc,1048576,-1,-1,rand,-1,0.4807,5.81
memmove_rand,micron,1048576,-1,-1,rand,-1,0.3318,8.42
memmove_rand,libc,1048576,-1,-1,rand,-1,0.4269,6.54
